sro,page,serial,vcode,village_hi,ward_hi,category,nonagri_lt9m,nonagri_9to18m,nonagri_ge18m,shop,office,godown,agri_nh,agri_state,agri_link,agri_chakmarg,agri_abadi,agri_general,flag
sadar,095,369,,माझा पूरे चेतन,हवेली अवध,अधिसूचित,2200,2500,2800,34900,31200,27100,31,24,23,22,31,15,
sadar,095,370,,माझा रसूलपुर दोयम,अमसिन,ग्रामीण,1900,2100,2600,32900,29400,25900,53,43,38,36,53,24,
sadar,095,371,,माझा सलेमपुर,हवेली अवध,अधिसूचित,1900,2100,2400,34900,31200,27100,27,22,20,19,27,14,
sadar,095,372,,माझामूडाडीहबस्ती,हवेली अवध,अधिसूचित,1900,2100,2400,34900,31200,27100,27,22,20,19,27,14,
sadar,095,373,,मांझामूडाडीहाफैजाबाद,हवेली अवध,अधिसूचित,2200,2500,2800,34900,31200,27100,31,24,23,22,31,15,
sadar,095,374,,मांझारामपुरक़ानूनगो,अमसिन,ग्रामीण,1800,2000,2300,32300,28800,25300,25,20,19,18,25,13,
sadar,095,375,,मातगैड़,अवध खास,नगरीय,8600,9500,10500,43300,39300,35200,,,,,,,
sadar,095,376,,मानापारा,अमसिन,ग्रामीण,2400,2600,3100,32900,29400,25900,64,51,45,44,64,29,
sadar,095,377,,माहताबबाग,अमानीगंज,नगरीय,12300,13500,14400,52200,48200,44100,,,,,,,
sadar,096,378,,मित्रसेनपुर,हवेली अवध,अधिसूचित,2300,2600,3300,35500,31800,27700,65,53,45,43,65,30,
sadar,096,379,,मियांगंज,राठ हवेली,नगरीय,8900,9800,10800,48000,44000,39900,,,,,,,
sadar,096,380,,मिर्जापुर माफी,हवेली अवध,अर्द्धनगरीय,4600,5400,5900,40200,36200,32100,80,68,61,60,80,38,
sadar,096,381,,मिर्जापुर शमसुद्दीनपुर,हवेली अवध,अर्द्धनगरीय,4500,5300,5800,40200,36200,32100,79,67,60,58,79,37,
sadar,096,382,,मिश्राना,वासूपुर सिरसा उर्फ जयसिंहपुर,नगरीय,8800,9700,10800,43100,39100,35000,,,,,,,
sadar,096,383,,मीरापुर डेराबीबी,हवेली अवध,नगरीय,8600,9500,10500,43300,39300,35200,248,205,184,181,248,112,
sadar,096,384,,मीरापुर द्वाबा उपरहार,हवेली अवध,नगरीय,8600,9500,10500,43100,39100,35000,248,205,184,181,248,112,
sadar,096,385,,मीरापुर द्वाबा मांझा,हवेली अवध,नगरीय,8600,9500,10500,42900,38900,34800,241,198,176,172,241,109,
sadar,096,386,,मीरापुर बुलन्दी,अवध खास,नगरीय,8600,9500,10500,43300,39300,35200,248,205,184,181,248,112,
sadar,096,387,,मुकेरी टोला,अंगूरीबाग,नगरीय,12200,14900,15800,52800,48800,44700,,,,,,,
sadar,096,388,,मुखर्जी हाट,चौक,नगरीय,24400,29600,34000,79500,75500,71400,,,,,,,
sadar,096,389,,मुगलपुरा,अवध खास,नगरीय,8700,9600,10500,43300,39300,35200,,,,,,,
sadar,096,390,,मुगलपुरा,हैदरगंज,नगरीय,11200,12900,14400,52200,48200,44100,,,,,,,
sadar,096,391,,मुराई टोला (कोटरामचन्दर),कोट राम चन्दर,नगरीय,8500,9400,10500,43300,39300,35200,,,,,,,
sadar,096,392,,मुराई टोला (हैदरगंज),हैदरगंज,नगरीय,11200,12900,14400,52200,48200,44100,,,,,,,
sadar,096,393,,मुरावन टोला,रामनगर,नगरीय,11200,13500,14400,52200,48200,44100,,,,,,,
sadar,096,394,,मेदनीपुर,अमसिन,ग्रामीण,2100,2400,3000,32900,29400,25900,60,49,41,40,60,28,
sadar,096,395,,मैनपुर,अमसिन,ग्रामीण,2100,2400,3000,32900,29400,25900,60,49,41,40,60,28,
sadar,096,396,,मोची टोला,बेगमगंज गढ़ैया,नगरीय,8800,9700,10800,46700,42700,38600,,,,,,,
sadar,096,397,,मोती मस्जिद,मोती बाग,नगरीय,14000,15400,18400,57600,53600,49500,,,,,,,
sadar,096,398,,मोतीबाग,मोती बाग,नगरीय,17800,25000,27000,80500,76500,72400,,,,,,,
sadar,096,399,,मोदरा,हवेली अवध,अधिसूचित,2300,2600,3300,35500,31800,27700,65,53,45,43,65,30,
sadar,096,400,,मोदहा सरपतिया,सिविल लाइन,नगरीय,14000,17000,18400,57600,53600,49500,,,,,,,
sadar,096,401,,मोहतरिम नगर उपरहार,हवेली अवध,अर्द्धनगरीय,4400,4800,5600,40000,36000,31900,165,131,120,117,165,73,
sadar,096,402,,मोहतरिम नगर मांझा,हवेली अवध,अधिसूचित,2000,2300,2800,35500,31800,27700,57,46,41,39,57,26,
sadar,096,403,,मोहत्सिम पुर,हवेली अवध,अधिसूचित,2600,2800,3400,35500,31800,27700,69,55,49,47,69,31,
sadar,096,404,,मोहम्मदपुर कस्बा,अमसिन,ग्रामीण,2300,2600,3000,32900,29400,25900,60,49,41,40,60,28,
sadar,096,405,,मोहम्मद पनाह का हाता,बेगमगंज गढ़ैया,नगरीय,8800,9700,10800,46700,42700,38600,,,,,,,
sadar,096,406,,मोहर्रमपुर आरती,अमसिन,अधिसूचित,2200,2500,2800,34900,31200,27100,31,24,23,22,31,15,ward अमसिन but category अधिसूचित (as printed)
sadar,097,407,,रकौरा,अमसिन,ग्रामीण,1900,2100,2600,32900,29400,25900,53,43,38,36,53,24,
sadar,097,408,,रघुनाथपुर,अमसिन,ग्रामीण,2100,2400,3000,32900,29400,25900,60,49,41,40,60,28,
sadar,097,409,,रजपलिया,अमसिन,ग्रामीण,2100,2400,3000,32900,29400,25900,60,49,41,40,60,28,
sadar,097,410,,रतनपुर,अमसिन,ग्रामीण,2100,2400,3000,32900,29400,25900,60,49,41,40,60,28,
sadar,097,411,,रमना,हैदरगंज,नगरीय,9000,9900,10700,46700,42700,38600,267,218,191,188,267,121,
sadar,097,412,,रमना आ0योजना(वि0प्रा),हैदरगंज,नगरीय,9700,10200,10400,46700,42700,38600,,,,,,,
sadar,097,413,,रसड़ा,हवेली अवध,अधिसूचित,2300,2600,3300,35500,31800,27700,65,53,45,43,65,30,
sadar,097,414,,रसूलपुर प्रथम,अमसिन,ग्रामीण,2100,2400,3000,32900,29400,25900,60,49,41,40,60,28,
sadar,097,415,,रसूलाबाद,अमसिन,ग्रामीण,2800,3000,3500,33600,30100,26600,73,61,55,54,73,34,
sadar,097,416,,रहीमपुर दुगवा,अमसिन,ग्रामीण,2100,2400,3000,32900,29400,25900,60,49,41,40,60,28,
sadar,097,417,,राजघाट,अवध खास,नगरीय,8500,9400,10500,42500,38500,34400,,,,,,,
sadar,097,418,,राजघाट वि0 प्राधि0 आवासीय योजना,अवध खास,नगरीय,8600,9500,10500,43300,39300,35200,,,,,,,
sadar,097,419,,राजागली,चौक,नगरीय,27900,31400,34000,79500,75500,71400,,,,,,,
sadar,097,420,,राजापुर,अमसिन,ग्रामीण,2100,2400,3000,32900,29400,25900,60,49,41,40,60,28,
sadar,097,421,,राजेपुर उपरहार,हवेली अवध,अधिसूचित,3800,4400,4700,38100,34400,30300,103,85,77,76,103,47,
sadar,097,422,,राजेपुर माझा,हवेली अवध,अधिसूचित,3800,4400,4700,34000,30500,27000,59,46,43,41,59,28,
sadar,097,423,,राठ हवेली,राठ हवेली,नगरीय,11200,12600,13300,50700,46700,42600,,,,,,,
sadar,097,424,,रानी बाजार,बरहटा उपरहार,नगरीय,8800,9700,10800,44800,40800,36700,,,,,,,
sadar,097,425,,रानोपाली ANP,हवेली अवध,नगरीय,9700,10400,11400,48000,44000,39900,354,295,260,255,354,159,
sadar,097,426,,रानोपाली BNP,हवेली अवध,अर्द्धनगरीय,8200,9000,9900,46700,42700,38600,328,268,243,238,328,149,
sadar,097,427,,राम नगर,रामनगर,नगरीय,12600,13700,14400,52200,48200,44100,,,,,,,
sadar,097,428,,राम नगर छावनी,रेलवे कालोनी,नगरीय,12600,13900,14700,52600,48600,44500,,,,,,,
sadar,097,429,,रामकोट,कोट राम चन्दर,नगरीय,8400,9200,10000,43300,39300,35200,,,,,,,
sadar,097,430,,रामघाट,बरहटा उपरहार,नगरीय,8900,9800,10800,44800,40800,36700,,,,,,,
sadar,097,431,,रामदत्तपुर अटरांवा,हवेली अवध,अर्द्धनगरीय,4200,4500,4800,36800,32800,28700,60,49,41,40,60,28,
sadar,097,432,,रामनगरमिश्रौली बाहर,अमसिन,ग्रामीण,3800,4400,4700,35700,32200,28700,101,84,78,75,101,46,
sadar,097,433,,रामनगरमिश्रौलीANP,अमसिन,अर्द्धनगरीय,7700,8500,9300,48200,44200,40100,235,194,172,169,235,107,
sadar,097,434,,रामपुर पुवारी उपरहार,अमसिन,ग्रामीण,2100,2400,3000,32900,29400,25900,60,49,41,40,60,28,
sadar,097,435,,रामपुर पुवारी मांझा,अमसिन,ग्रामीण,2100,2400,2600,32300,28800,25300,29,23,21,20,29,14,
sadar,098,436,,रामपुर बुजुर्ग,अमसिन,ग्रामीण,2100,2400,3000,32900,29400,25900,60,49,41,40,60,28,
sadar,098,437,,रामपुर बैहारी,अमसिन,ग्रामीण,2100,2400,3000,32900,29400,25900,60,49,41,40,60,28,
sadar,098,438,,रामपुर मया,अमसिन,ग्रामीण,3800,4400,4700,36100,32600,29100,109,90,83,79,109,50,
sadar,098,439,,रामपुर सरधा,हवेली अवध,अधिसूचित,2800,3300,3800,36300,32600,28500,78,66,59,58,78,36,
sadar,098,440,,रामपुर हलवारा उपरहा,हवेली अवध,अधिसूचित,3800,4400,4700,36300,32600,28500,75,64,57,56,75,35,
sadar,098,441,,रामपुर हलवारा मांझा,हवेली अवध,अधिसूचित,3800,4400,4700,33000,29500,26000,60,50,45,43,60,30,
sadar,098,442,,रामपैडी,अवध खास,नगरीय,8700,9600,10500,43300,39300,35200,,,,,,,
sadar,098,443,,रामापुर,अमसिन,ग्रामीण,2600,3000,3500,33600,30100,26600,73,61,55,54,73,34,
sadar,098,444,,रायगंज,बरहटा उपरहार,नगरीय,8800,9700,10800,44800,40800,36700,,,,,,,
sadar,098,445,,रिकाबगंज,रिकाबगंज,नगरीय,21300,31900,37800,83700,79700,75600,,,,,,,
sadar,098,446,,रिफ्यूजी मार्केट,चौक,नगरीय,27900,31400,37100,83700,79700,75600,,,,,,,
sadar,098,447,,रीडगंज,साहबगंज,नगरीय,12600,14400,15400,53600,49600,45500,,,,,,,
sadar,098,448,,रुदौलिया,अमसिन,ग्रामीण,2100,2400,3000,32900,29400,25900,60,49,41,40,60,28,
sadar,098,449,,रुहियावां,अमसिन,ग्रामीण,2800,3000,3500,33600,30100,26600,73,61,55,54,73,34,
sadar,098,450,,रेतिया मुहल्ला,रेतिया,नगरीय,8800,9700,10800,44800,40800,36700,,,,,,,
sadar,098,451,,रेवरी,अमसिन,ग्रामीण,1900,2400,3000,32900,29400,25900,60,49,41,40,60,28,
sadar,098,452,,रेहड़ी,अमसिन,ग्रामीण,2100,2400,3000,32900,29400,25900,60,49,41,40,60,28,
sadar,098,453,,रोशननगर,अमसिन,ग्रामीण,3300,3600,4400,35300,31800,28300,95,79,71,70,95,44,
sadar,098,454,,रोहिणी आ0योजना(वि0प्रा0),बरहटा मांझा,नगरीय,11500,13600,14200,51500,47500,43400,,,,,,,
sadar,098,455,,रौवा लोहंगपुर,अमसिन,ग्रामीण,2100,2400,3000,32900,29400,25900,60,49,41,40,60,28,
sadar,098,456,,लक्ष्मणघाट,अवध खास,नगरीय,8500,9400,10500,42900,38900,34800,,,,,,,
sadar,098,457,,लक्ष्मणपुरी कालोनी,अमानीगंज,नगरीय,12600,13700,14400,52200,48200,44100,,,,,,,
sadar,098,458,,लक्ष्मीदास पुर,हवेली अवध,अधिसूचित,2300,2600,3300,35500,31800,27700,65,53,45,43,65,30,
sadar,098,459,,लवकुश नगर,बरहटा मांझा,नगरीय,8600,9500,10500,43300,39300,35200,,,,,,,
sadar,098,460,,लालकुर्ती बाजार,छावनी परिषद,नगरीय,8900,9800,10800,46700,42700,38600,,,,,,,
sadar,098,461,,लालपुर उपरहार,अमसिन,ग्रामीण,2100,2400,3000,32900,29400,25900,60,49,41,40,60,28,
sadar,098,462,,लालपुर मांझा,अमसिन,ग्रामीण,1800,2000,2300,32300,28800,25300,25,20,19,18,25,13,
sadar,098,463,,लालबाग,लालबाग,नगरीय,12900,15700,17000,55300,51300,47200,,,,,,,
sadar,098,464,,लालबाग नई कालानी,लालबाग,नगरीय,12600,14700,15800,54300,50300,46200,,,,,,,
sadar,099,465,,लोनिया टोला,साहबगंज,नगरीय,8900,9800,10800,47300,43300,39200,,,,,,,
sadar,099,466,,लोहिया बाजार,चौक,नगरीय,27900,31400,37100,83700,79700,75600,,,,,,,
sadar,099,467,,वजीरगंज,वजीरगंज,नगरीय,10700,11600,12500,49200,45200,41100,,,,,,,
sadar,099,468,,वजीरगंज जप्ती,वजीरगंज,नगरीय,10500,11400,12300,49200,45200,41100,,,,,,,
sadar,099,469,,वर्मा कालोनी,बाग विजैसी,नगरीय,8600,9500,10500,43300,39300,35200,,,,,,,
sadar,099,470,,वशिष्ठकुण्ड,अवध खास,नगरीय,8600,9500,10500,43300,39300,35200,,,,,,,
sadar,099,471,,वाजपेयी पुरम्,बाग फरहद बक्श,नगरीय,8600,9500,10500,43300,39300,35200,,,,,,,
sadar,099,472,,वासुदेव घाट,मीरापुर द्वाबा मांझा,नगरीय,8600,9500,10500,43100,39100,35000,,,,,,,
sadar,099,473,,वाहन पार्किंग व्या0योजना(वि0प्रा),अवध खास,नगरीय,13600,13900,14400,52200,48200,44100,,,,,,,
sadar,099,474,,विद्याकुण्ड,वासूपुर सिरसा उर्फ जयसिंहपुर,नगरीय,8600,9500,10500,43300,39300,35200,,,,,,,
sadar,099,475,,विभीषण कुण्ड,अवध खास,नगरीय,8600,9500,10500,43300,39300,35200,,,,,,,
sadar,099,476,,वेरासपुर,अमसिन,ग्रामीण,2100,2400,3000,32900,29400,25900,60,49,41,40,60,28,
sadar,099,477,,वैदेही नगर कालोनी,साहबगंज,नगरीय,12900,14700,15300,53000,49000,44900,,,,,,,
sadar,099,478,,वैभव काप्प्लेक्स व्या0योजना(वि0प्रा),सिविल लाइन,नगरीय,72800,73100,78700,141400,137400,133300,,,,,,,
sadar,099,479,,शंकरगढ,रानोपाली,अर्द्धनगरीय,7000,7700,8500,44000,40000,35900,151,120,110,108,151,68,
sadar,099,480,,शक्ति नगर कालोनी,देवकाली,नगरीय,12600,13900,14700,52600,48600,44500,,,,,,,
sadar,099,481,,शक्ति बिहार कालोनी,नियावां,नगरीय,11400,13300,13900,51500,47500,43400,,,,,,,
sadar,099,482,,शान्तीपुर,हवेली अवध,अधिसूचित,2600,2800,3400,35500,31800,27700,69,55,49,47,69,31,
sadar,099,483,,शास्त्री नगर,मीरापुर डेरा बीबी,नगरीय,8600,9500,10500,43300,39300,35200,,,,,,,
sadar,099,484,,शाहजंहापुर,हवेली अवध,अर्द्धनगरीय,8200,9000,9900,47800,43800,39700,322,262,238,233,322,146,
sadar,099,485,,शाहनेवाजपुरउपरहार,हवेली अवध,अर्द्धनगरीय,6500,7100,7400,41900,37900,33800,221,181,162,159,221,98,
sadar,099,486,,शाहनेवाजपुरमांझा,हवेली अवध,अर्द्धनगरीय,6000,6600,7200,41500,37500,33400,221,180,162,158,221,98,
sadar,099,487,,शिवदासपुर,हवेली अवध,अर्द्धनगरीय,4400,4800,5300,39600,35600,31500,72,58,52,51,72,31,
sadar,099,488,,शेरजंग बाजार,अवध खास,नगरीय,8400,9200,10000,43300,39300,35200,,,,,,,
sadar,099,489,,शेरवा उपरहार,अमसिन,ग्रामीण,2100,2400,3000,32900,29400,25900,60,49,41,40,60,28,
sadar,099,490,,शेरवा मांझा,अमसिन,ग्रामीण,1800,2000,2300,32300,28800,25300,25,20,19,18,25,13,
sadar,099,491,,शोलापुरी,अमानीगंज,नगरीय,10400,10700,11100,47300,43300,39200,,,,,,,
sadar,099,492,,श्यामा सदन,बहादुरगंज,नगरीय,8600,9500,10500,43300,39300,35200,,,,,,,
sadar,099,493,,श्रृंगार हाट,बरहटा उपरहार,नगरीय,8800,9700,10800,44800,40800,36700,,,,,,,
sadar,100,494,,सआदत अली की छावनी,रामनगर,नगरीय,11200,12900,14400,52200,48200,44100,,,,,,,
sadar,100,495,,सदर बाजार,छावनी परिषद,नगरीय,8600,9500,10500,44400,40400,36300,,,,,,,
sadar,100,496,,सनेथू,हवेली अवध,अधिसूचित,2600,2800,3400,35500,31800,27700,69,55,49,47,69,31,
sadar,100,497,,सप्त सागर,देवकाली,नगरीय,12200,13300,14200,50700,46700,42600,,,,,,,
sadar,100,498,,सब्जी मण्डी चौक,चौक,नगरीय,27900,31400,37100,83700,79700,75600,,,,,,,
sadar,100,499,,समदा,अमसिन,ग्रामीण,3600,3900,4600,35300,31800,28300,101,84,78,75,101,46,
sadar,100,500,,समन्था,अमसिन,ग्रामीण,2100,2400,3000,32900,29400,25900,60,49,41,40,60,28,
sadar,100,501,,समाहा खुर्द,हवेली अवध,अधिसूचित,2300,2600,3300,35500,31800,27700,65,53,45,43,65,30,
sadar,100,502,,समाहाकला,हवेली अवध,अधिसूचित,2600,2800,3400,35500,31800,27700,69,55,49,47,69,31,
sadar,100,503,,समैसा,अमसिन,ग्रामीण,2100,2400,3000,32900,29400,25900,60,49,41,40,60,28,
sadar,100,504,,सरयू बिहार आ0योजना(वि0प्रा0),देवकाली,नगरीय,11600,12800,13600,50700,46700,42600,,,,,,,
sadar,100,505,,सरस्वतीपुरम कालोनी,जनौरा,नगरीय,9700,12000,13900,51500,47500,43400,,,,,,,
sadar,100,506,,सराय चैमल,हवेली अवध,अधिसूचित,2300,2600,3300,35500,31800,27700,65,53,45,43,65,30,
sadar,100,507,,सराय बैरीसाल,अमसिन,ग्रामीण,2400,2600,3100,32900,29400,25900,64,51,45,44,64,29,
sadar,100,508,,सराय यूनुस,कन्धारी बाजार,नगरीय,11400,14700,15800,54300,50300,46200,,,,,,,
sadar,100,509,,सराय सागर,अमसिन,ग्रामीण,2800,3000,3500,33600,30100,26600,73,61,55,54,73,34,
sadar,100,510,,सरायरासी उपरहार,हवेली अवध,अधिसूचित,4000,4500,4700,36300,32600,28500,78,66,59,58,78,36,
sadar,100,511,,सरायरासी मांझा,हवेली अवध,अधिसूचित,3800,4400,4700,33000,29500,26000,60,50,45,43,60,30,
sadar,100,512,,सरेठी,हवेली अवध,अर्द्धनगरीय,4300,4600,4900,36000,32500,29000,84,71,64,63,84,40,
sadar,100,513,,सरैया,अमसिन,ग्रामीण,2400,2600,3100,32900,29400,25900,64,51,45,44,64,29,
sadar,100,514,,सरैया रेवरी,अमसिन,ग्रामीण,2100,2400,3000,32900,29400,25900,53,43,38,36,53,24,
sadar,100,515,,सलारपुर,सहादतगंज,नगरीय,9100,10200,10400,46700,42700,38600,263,213,188,184,263,119,
sadar,100,516,,सहनवां,हवेली अवध,अर्द्धनगरीय,4800,5400,7200,41900,37900,33800,262,212,191,188,262,118,
sadar,100,517,,सहादतगंज,सहादतगंज,नगरीय,10500,11500,12300,49200,45200,41100,,,,,,,
sadar,100,518,,साकेतपुरी व्यावसायिक योजना वि0प्रा0,देवकाली,नगरीय,23400,24900,28000,68000,64500,61000,,,,,,,
sadar,100,519,,साकेतपुरी आवासीय योजना वि0प्रा0,देवकाली,नगरीय,11300,12300,12600,46000,42500,39000,,,,,,,
sadar,100,520,,सारंगपुर,अमसिन,ग्रामीण,2100,2400,3000,32900,29400,25900,60,49,41,40,60,28,
sadar,100,521,,साहबगंज,साहबगंज,नगरीय,11200,13600,14700,52600,48600,44500,,,,,,,
sadar,100,522,,सिरसिण्डा,हवेली अवध,अधिसूचित,2300,2600,3300,35500,31800,27700,65,53,45,43,65,30,
sadar,101,523,,सिलौनी,अमसिन,ग्रामीण,2100,2400,3000,32900,29400,25900,60,49,41,40,60,28,
sadar,101,524,,सिविल लाइन्स,सिविल लाइन,नगरीय,20200,25000,26000,75700,71700,67600,,,,,,,
sadar,101,525,,सीता कुण्ड,वासूपुर सिरसा उर्फ जयसिंहपुर,नगरीय,8300,9100,10000,42900,38900,34800,,,,,,,
sadar,101,526,,सुक्खापुर इटौरा,हवेली अवध,अर्द्धनगरीय,4200,4500,4800,36800,32800,28700,69,56,47,46,69,31,
sadar,101,527,,सुतहटी,अवध खास,नगरीय,8700,9600,10500,43300,39300,35200,,,,,,,
sadar,101,528,,सुबटहा,अमसिन,ग्रामीण,2100,2400,3000,32900,29400,25900,60,49,41,40,60,28,
sadar,101,529,,सुबहटी,कोट राम चन्दर,नगरीय,8300,9100,10000,43300,39300,35200,,,,,,,
sadar,101,530,,सुभाष नगर,मोती बाग,नगरीय,17800,25000,28000,83700,79700,75600,,,,,,,
sadar,101,531,,सुरसरि कालोनी,पुलिस लाइन,नगरीय,14000,17400,19200,58900,54900,50800,,,,,,,
sadar,101,532,,सुल्तानपुरबछड़ा ANP,हवेली अवध,नगरीय,12200,13300,14200,50700,46700,42600,464,386,341,332,464,208,
sadar,101,533,,सुल्तानपुरबछड़ा BNP.,हवेली अवध,अर्द्धनगरीय,8200,9000,9900,47800,43800,39700,322,262,238,233,322,146,
sadar,101,534,,सैयदबाडा,कोट राम चन्दर,नगरीय,8500,9400,10500,43300,39300,35200,,,,,,,
sadar,101,535,,सोनखरकुण्ड,बरहटा उपरहार,नगरीय,8800,9700,10800,44800,40800,36700,,,,,,,
sadar,101,536,,सोनौरा,अमसिन,ग्रामीण,2100,2400,3000,32900,29400,25900,60,49,41,40,60,28,
sadar,101,537,,स्टेट बैंक कालोनी,देवकाली,नगरीय,11400,12600,13300,50700,46700,42600,,,,,,,
sadar,101,538,,स्फटिक शिला,मीरापुर द्वाबा मांझा,नगरीय,8600,9500,10500,44000,40000,35900,,,,,,,
sadar,101,539,,स्वर्ग द्वार,अवध खास,नगरीय,8600,9500,10500,43300,39300,35200,,,,,,,
sadar,101,540,,हनुमान कुण्ड,बरहटा उपरहार,नगरीय,8800,9700,10800,44800,40800,36700,,,,,,,
sadar,101,541,,हनुमानगढी,अवध खास,नगरीय,8700,9600,10500,43300,39300,35200,,,,,,,
sadar,101,542,,हमदानी कोठी,साहबगंज,नगरीय,11400,12600,13500,50900,46900,42800,,,,,,,
sadar,101,543,,हरदी,अमसिन,ग्रामीण,2100,2400,3000,32900,29400,25900,60,49,41,40,60,28,
sadar,101,544,,हरद्वारी बाजार,बरहटा उपरहार,नगरीय,8800,9700,10800,44800,40800,36700,,,,,,,
sadar,101,545,,हसनू कटरा,रेतिया,नगरीय,11500,15000,15700,53600,49600,45500,,,,,,,
sadar,101,546,,हाता खुशरू बेग,लालबाग,नगरीय,8900,9800,10800,47800,43800,39700,,,,,,,
sadar,101,547,,हाता बसंतअली,झारखण्डी,नगरीय,11400,12600,14400,52200,48200,44100,,,,,,,
sadar,101,548,,हांसापुर,हवेली अवध,अर्द्धनगरीय,6300,6800,7600,42500,38500,34400,262,212,191,188,262,118,
sadar,101,549,,हैदरगंज,हैदरगंज,नगरीय,8900,9800,10800,46700,42700,38600,,,,,,,
sadar,101,550,,हैदरपुर,अमसिन,ग्रामीण,2100,2400,3000,32900,29400,25900,60,49,41,40,60,28,
sadar,101,551,,हैबतपुर,हवेली अवध,अर्द्धनगरीय,5600,6200,6500,41000,37000,32900,212,172,154,151,212,94,
sadar,102,552,,हैंसा,अमसिन,अधिसूचित,3000,3300,3800,36300,32600,28500,78,66,59,58,78,36,ward अमसिन but category अधिसूचित (as printed)
sadar,102,553,,हौसिला नगर कालोनी,सिविल लाइन,नगरीय,12900,14000,14700,52200,48200,44100,,,,,,,
sadar,102,554,,ज्ञानापुर,अमसिन,ग्रामीण,2800,3000,3500,33600,30100,26600,73,61,55,54,73,34,
