sro,page,serial,vcode,village_hi,ward_hi,category,nonagri_lt9m,nonagri_9to18m,nonagri_ge18m,shop,office,godown,agri_nh,agri_state,agri_link,agri_chakmarg,agri_abadi,agri_general,flag
milkipur,54,190,1190,भटपुरा गोपाल,,ग्रामीण,12000,14000,16000,42000,40000,38000,0,80,70,65,90,38,
milkipur,54,191,1191,भवननगर,,ग्रामीण,9000,10000,11000,36000,34000,32000,0,65,60,55,75,32,
milkipur,55,192,1192,भखौली,,ग्रामीण,9000,10000,11000,36000,34000,32000,0,65,60,55,75,34,
milkipur,55,193,1193,भीखी का पुरा,,ग्रामीण,9000,10000,11000,36000,34000,32000,0,65,60,55,75,33,
milkipur,55,194,1194,भदोखरा,,ग्रामीण,14000,17000,20000,46000,44000,42000,140,90,80,75,105,38,
milkipur,55,195,1195,भरतपुर,,ग्रामीण,14000,17000,20000,46000,44000,42000,140,90,80,75,105,38,
milkipur,55,196,1196,भटपुरा जगन्नाथ,,ग्रामीण,7000,8000,9000,33000,31000,29000,0,60,50,45,70,33,
milkipur,55,197,1197,मरूई गनेशपुर,,ग्रामीण,7000,8000,9000,33000,31000,29000,0,60,50,45,70,33,
milkipur,55,198,1198,मिल्कीपुर,,ग्रामीण,13000,18000,21000,48000,46000,44000,150,90,80,75,110,38,
milkipur,55,199,1199,मवईकला,,ग्रामीण,9000,10000,11000,36000,34000,32000,0,70,60,55,80,32,
milkipur,55,200,1200,मवई खुर्द,,ग्रामीण,10000,11000,12000,37000,35000,33000,0,75,65,60,85,36,
milkipur,55,201,1201,मुंगीशपुर,,ग्रामीण,14000,17000,19000,45000,43000,41000,140,85,75,70,95,36,
milkipur,55,202,1202,मोहनवां,,ग्रामीण,6500,7500,8500,33000,31000,29000,0,55,50,45,60,30,
milkipur,55,203,1203,मलेथू खुर्द,,ग्रामीण,9000,10000,11000,36000,34000,32000,0,60,55,50,70,35,
milkipur,55,204,1204,मजनाई,,ग्रामीण,10000,11000,12000,37000,35000,33000,0,70,60,55,75,36,
milkipur,55,205,1205,मुबारकपुर,,ग्रामीण,6500,7500,8500,33000,31000,29000,0,55,50,45,60,30,
